video_id,comment_id,parent_id,author_channel_id,author_display_name,text,like_count,reply_count,published_at,is_reply,niche
vjhKzvhW-fc,UgyVpgVdj3LrWTWt9d14AaABAg.9xyFT-Xhntd9y18G6gceeP,UgyVpgVdj3LrWTWt9d14AaABAg,UCWRai7d9pvNlU2im2L-uSuA,@mdwl6074,are you out of your mind? @cayden2744,0,0,2023-12-07T15:24:21Z,True,gta6
oP-X1qOpekM,UgxWCuJRyY1jxp33AIt4AaABAg.AWhjoEuIOY6AWhmWMftgvV,UgxWCuJRyY1jxp33AIt4AaABAg,UC8XTs1sZvWgZmYpaY6zpBdw,@lucasmatteus1386,SÓ MAIS 72 HORAS,2,0,2026-05-12T12:30:58Z,True,gta6
oP-X1qOpekM,UgwtEBmpt8PmrbTWlgh4AaABAg,,UCWMVmpzB9_7H7v5jgyDHoCg,@Acerfbs,Lançaram um post lá no Bilibili,4,1,2026-05-12T12:18:12Z,False,gta6
dF5NEiYZiyI,UgxDZn2dCEO84p-urEd4AaABAg.AWaOOUJPpkcAWaOfJSntki,UgxDZn2dCEO84p-urEd4AaABAg,UC9M2ux-38XdA_HddFWY39iA,@PkvshashinPkvshashin,Bro athu kapuram kaka maraithu tan gta 6 la pay & sprey car paint shop iruka soluga pls,1,0,2026-05-09T15:39:11Z,True,gta6
1VhRLHMlJVI,Ugy81ciVmaOGvdItOxx4AaABAg.ASmU0nAiya_ASmlf5g6HOD,Ugy81ciVmaOGvdItOxx4AaABAg,UCqTXpNmuEAzL6-6LLjV3h6A,@trashtalk2391,Delay again bro,0,0,2026-02-04T00:54:11Z,True,gta6
1VhRLHMlJVI,UgxLcBbW1k7Z9AGvX0J4AaABAg.ASmYaFlV1mEASnqnj0gQ3Z,UgxLcBbW1k7Z9AGvX0J4AaABAg,UCpfn5G47s7HQ_2OrSV6OC4w,@BatmanZen777,Yes it is keep crying cope.,0,0,2026-02-04T10:58:18Z,True,gta6
ZLbC6n1F9Gw,UgzPE-7_vyOEv8nLT8d4AaABAg.9yMXnWmJYuh9yOhkQsGvJB,UgzPE-7_vyOEv8nLT8d4AaABAg,UCvJtirG5X6ZSf9QGgXPQXGQ,@popcornpizza8869,Ok,3,0,2023-12-16T19:05:44Z,True,gta6
x_PjRBsJJ7o,Ugw04XY9u4o1GmmMKe94AaABAg,,UCPXL5HvIyvZVb6T8tj9-HlQ,@raimancreative5413,W,1,0,2025-12-26T01:39:32Z,False,gta6
fSDjxjSohRM,UgyfSy6k4Y-gzfhVvCV4AaABAg.ATHl7r1SEK4ATJRGPsDSry,UgyfSy6k4Y-gzfhVvCV4AaABAg,UCxbVXxLnhulByfO5Al1jFpg,@mananchoudhary3671,​@studsujeetwelcome 😸,1,0,2026-02-17T02:41:21Z,True,gta6
UHwzH8lbDkI,Ugy15nCIRDPBzP6RaYh4AaABAg.AHnK58KAZ-FAHnRM0D8MbE,Ugy15nCIRDPBzP6RaYh4AaABAg,UCycAi5tg1_O2LtXu12mfDAA,@dylanbenjamin2632,How original,1,0,2025-05-06T21:21:51Z,True,gta6
pDMOinz0wcA,UgyB9g9pf_OwgNZf-q54AaABAg,,UCCwClzIJ6XEEk_cZYMwDlmA,@Adam-by8rs,Class to see your back! Hope all is well Cyber,0,0,2025-10-08T16:34:17Z,False,gta6
ZB9o4XnLbFc,Ugy5Ey8CaQ2RQnv-OQV4AaABAg,,UCpL0KUiUQwcaRdI7vTyBJBw,@blinkyblartz7472,"How tf does Jettro only have 104k subs?? He's such an energetic and fun personality and he edits so efficiently, BRO IS SLEPT ON FR 😭",136,1,2023-12-05T12:04:44Z,False,gta6
Qq25sDUsLHg,UgwtPMfGoDqdsh64jhB4AaABAg,,UCMq0J9f0CH-kswkUXr2IZWg,@timeless1922,"Knowing rockstar and their attention to detail I like to imagine that the in-game social media will have procedurally generated content relevant to actions you perform for example if you started going on a rampage the npcs would pull out their phones, record it and then post it on the games version of tiktok with a caption like ""There's a psychopath on a killing spree at [Current Location]""",149,12,2023-12-05T05:53:53Z,False,gta6
PpC2P2iXYwg,UgwQcrq1OTWu9l9tWMN4AaABAg.AWhpqPK5U9IAWht4QWZ5Gl,UgwQcrq1OTWu9l9tWMN4AaABAg,UCvG19cXWu6KGqCM_F369KvA,@avrupafatihiaslancimbom,Ertelenmez bence artık,0,0,2026-05-12T13:28:19Z,True,gta6
nH8NGiEytoQ,Ugwm7xkXxiyswWIG5Bx4AaABAg,,UClV8fqEQOSvNg1-ePsNaOQA,@Lapram,"Whether its april or may, I'm still excited because the game's 100% coming this year so they gotta start showing things now",17,6,2026-03-15T21:48:53Z,False,gta6
nH8NGiEytoQ,UgzXUxRSE9JXn9IfWcp4AaABAg,,UCxV5SUVsdV25Du1Fzt7e6Jw,@jakedavidson4422,"You know what would be cool if it wasn’t trailer three, and then it gets released instead of trailer three that will be awesome because it’s has been a while",0,0,2026-03-23T17:53:23Z,False,gta6
UHwzH8lbDkI,UgyT1nSMj8i8okqsKVR4AaABAg,,UC-P_nNVNmiXXWK-QSyWJ4NA,@dreams6752,"GTA always have great stories. You play the game for the story,  you stay for shooting.",251,11,2025-05-06T23:43:28Z,False,gta6
g73QZa7Fjl8,Ugx30ONXea2A7X-XYlh4AaABAg,,UCVDAUF33Vn5boMHRKv142xQ,@fxlltxtsearch,"“I cant wait to see what a GTA game set in a miami inspired city is gonna look like”

Vice City: am I a joke to you?",0,0,2025-05-25T22:26:36Z,False,gta6
3ug95jkkRgE,UgzOHYBbDabRKIai26x4AaABAg,,UC7cGVFBhojYooKab81WFMwQ,@ReivaJ_BM,Esto no es GTA es Super Mario Bros.,2,2,2024-10-02T17:05:45Z,False,gta6
ZB9o4XnLbFc,UgxntA6QO9FNGYC2Wv94AaABAg,,UColbxTr5Wh_V5os9dJ3oVUA,@Drewgantka_97,This is quite literally taking over the internet. GTA 6 is trending everywhere and is being covered by sites and content creators that don’t even focus on game news. This is an event in history! Can’t wait to roam Vice city!,211,3,2023-12-05T03:20:37Z,False,gta6
oP-X1qOpekM,UgwBycrUD8plQZwA4hx4AaABAg,,UCZTeYRJeCZAq5v-YsLDsaag,@natanescarpi,Se eu fosse a Rockstar eu lançava logo kkkk daqui a pouco os hackers chegam,0,0,2026-05-12T12:31:47Z,False,gta6
v7-HJlnijy4,Ugw18AbwnPqYdsuEKEN4AaABAg.AWhUU7uL1RXAWhjtHXgahS,Ugw18AbwnPqYdsuEKEN4AaABAg,UCB8Gfi7PgkkegrEVC_uMaow,@nzungupumu1350,Damn it just hit 8am chill a bit,2,0,2026-05-12T12:08:01Z,True,gta6
ZLbC6n1F9Gw,UgwHN87LMsecTMJqPFF4AaABAg.9yOuz2EFLUx9yRK4pPpwRa,UgwHN87LMsecTMJqPFF4AaABAg,UCnddTuNkeRmsgSTW5VWoi_g,@deadsoldiertr,Actually: 🤬,29,0,2023-12-17T19:27:56Z,True,gta6
v7-HJlnijy4,UgyCe518U4JBfDxoFuN4AaABAg.AWgwMwoJv-VAWhXQsuDLB9,UgyCe518U4JBfDxoFuN4AaABAg,UCCpAbDp3pzKkGP5mRifyIog,@UnkilledKd,Can't deal with oppressor MK2 anymore?? 😢,0,0,2026-05-12T10:10:24Z,True,gta6
fSDjxjSohRM,UgywvK8qAlHKM0EDiJB4AaABAg,,UCE4V8jUz5UZ307LYh6mSrSQ,@joshiAnand-or_Joshi,May month 😩,1,2,2026-02-15T14:40:16Z,False,gta6
_hI4BM2fhcI,UgwWhsah-je0gHJd0zZ4AaABAg.ATIO7lfwnhHAU07H_DM4W8,UgwWhsah-je0gHJd0zZ4AaABAg,UC8ScOVcUFonKmZAgiJRDP2w,@itzzandreww0276,@Arizonifornia06 I think it will be out this year but I completely agree I j know it’s gonna be so worth the wait,3,0,2026-03-06T11:12:34Z,True,gta6
g73QZa7Fjl8,UgyDNVWSqRbAiwv6UJl4AaABAg.AHmwJ7KNx1WALx1O5A0H_R,UgyDNVWSqRbAiwv6UJl4AaABAg,UCYqSqGrWiERHuXgr0FMESQw,@Appleman291,As PC player i have to wait way too long(,0,0,2025-08-18T00:52:55Z,True,gta6
ZLbC6n1F9Gw,UgwUFziBVQJEkHHlnDJ4AaABAg,,UCGAjqo5PdgH5Ln77LY9og4A,@m-yday,I need Matt to explain to Mat the issues with the GTA V lore Mat had said :),1814,6,2023-12-16T22:07:49Z,False,gta6
Qq25sDUsLHg,UgzF0Dm00vaYX1AFFRx4AaABAg.9xvmXLpKwgQ9xw2-2rcaRU,UgzF0Dm00vaYX1AFFRx4AaABAg,UCNgO5C7ogg3fa0q7LQ4Ldcg,@Bellax06,Their channel was at ~7.4 million subs now its at 8.7 million they gained more than a million insanely fast,44,0,2023-12-05T06:34:09Z,True,gta6
ZB9o4XnLbFc,UgxepWzBvDrPGDdR7dV4AaABAg,,UCeW0dgZtME5-FpSyaaTq43A,@Jasontodd_edits,"nobody Literaly nobody:
Mr jettro:🐶🐕HURHHHHH",1,0,2023-12-05T11:58:49Z,False,gta6
BL0UsyEQiUY,Ugz09iihZYPS8o6Twy54AaABAg.ANyK9Vsa74sANy_TfwZ1aO,Ugz09iihZYPS8o6Twy54AaABAg,UC3V81TzMZ3Q3muR4ZdHnu_A,@truelionofjudah4097,maybe a non weaponized oppressor for passive mode.,12,0,2025-10-07T08:21:33Z,True,gta6
Qq25sDUsLHg,UgzVaPDGoBonvD4sgrF4AaABAg.9xvV1-zRDG39xvVSg3EtWa,UgzVaPDGoBonvD4sgrF4AaABAg,UCCDRdmV3l5beBNNH2UMCqcQ,@TwisterGaming2014,@Cyb3rpunk117 🤝,7,0,2023-12-05T01:32:21Z,True,gta6
fSDjxjSohRM,UgxkrtUawHpOc6uv1Np4AaABAg,,UC7kxnXCVT8aFLog1dNoocYw,@Prashantjadav01,July mid tak marketing possible 😅😅,1,2,2026-02-15T16:09:58Z,False,gta6
g73QZa7Fjl8,UgyDNVWSqRbAiwv6UJl4AaABAg.AHmwJ7KNx1WAHnjbk6OXJt,UgyDNVWSqRbAiwv6UJl4AaABAg,UC8PpePMOIdtv270qNU_wK6A,@Sleet_Mage,"Yeah, but we are probably more justified doing that because we have to wait another YEAR, Cartman did it to skip two WEEKS.",7,0,2025-05-07T00:10:09Z,True,gta6
ipIXq9VlgFE,UgzIyD4akgfv5yKJcXN4AaABAg.AVGKNTYiGSuAVQsCCMhLym,UgzIyD4akgfv5yKJcXN4AaABAg,UCyDvcWDXGWzcGZ9w4fI6LUQ,@yeshuaislord7773,I stopped playing online along time ago.,14,0,2026-04-10T17:02:55Z,True,gta6
vjhKzvhW-fc,UgytIc5eVqa295viovt4AaABAg.9xxFYzeqySA9xxKNlt1SAC,UgytIc5eVqa295viovt4AaABAg,UCq9GO8M0YG23zFCjsqCprbQ,@k.23_02,but there is a huge technological leap from GTA 5 to GTA 6@Weak_shadow,116,0,2023-12-05T18:34:03Z,True,gta6
1VhRLHMlJVI,Ugxdyo9do3lcBh4-KfV4AaABAg,,UC9QJa98jYX6BuOhkw5zmVIg,@SaturnsSnack,I was hoping for a valentines trailer :/,0,0,2026-02-04T07:25:37Z,False,gta6
ZLbC6n1F9Gw,UgxbN0BNZoOnh7_oSvp4AaABAg.9yOhmjS5fDM9yOiohp9i9r,UgxbN0BNZoOnh7_oSvp4AaABAg,UCZRBXSygyyfdHqjIumJn0kg,@NukaCole7,I NEED MOREEE LORRRRRREEEEEEEEE,10,0,2023-12-16T19:15:03Z,True,gta6
Qq25sDUsLHg,UgzKRP6g5yPYioUGaix4AaABAg.9xvVEsYha-A9xvW_a_g51D,UgzKRP6g5yPYioUGaix4AaABAg,UCI9ycOybTmSG-K4cOCFZWsg,@L33Reacts,​@Aym4n- if we survive next year I'd be happily surprised,0,0,2023-12-05T01:42:11Z,True,gta6
ZB9o4XnLbFc,Ugw9xdWAMpxtAz1hf1x4AaABAg,,UCT6c96AbXinrbiH6JXLE9QA,@killshot4991,Now it’s releasing 2026 may,3,0,2025-05-03T21:31:22Z,False,gta6
3ug95jkkRgE,UgwDA97iQkhKs372yXR4AaABAg,,UCQCPupGGDHvPNwlCG1OXTfg,@peterparker6584,Out of curiosity what game is this from where it looks so much like Grand Theft Auto? Could have sworn this was the trailer park from GTA V,10,1,2024-09-23T22:06:13Z,False,gta6
UHwzH8lbDkI,UgzuvY4ut5V0cdlzj-V4AaABAg.AHnppOGwRaAAHplIPO8bn5,UgzuvY4ut5V0cdlzj-V4AaABAg,UCeLHXhU9pVTK1_VbunHlpEw,@jbw5485,I’ll be making the time for this one.,0,0,2025-05-07T19:03:20Z,True,gta6
Qq25sDUsLHg,UgzGsnAXPoyVu8__hGx4AaABAg.9xvXIdASevk9xwiaAMBlIQ,UgzGsnAXPoyVu8__hGx4AaABAg,UC2iu0Pl6yN50w8DyryFOWhQ,@SpokeNyan1390,"@stop8738 So do you support Rockstar or hate them? Because if you support but hate the same company a few dates later, you are proving my point. Like there is no need to be mad at them for making money from shark cards. It is a choice that the consumer has, and if they are mad about something they got a choice to do or not, then that the definition of npc. They have a choice to ignore and don’t buy shark cards.",0,0,2023-12-05T12:55:05Z,True,gta6
UHwzH8lbDkI,UgzfHMlLAePxHW-G3TN4AaABAg.AHnecSIaryLAHnxSzo2SbF,UgzfHMlLAePxHW-G3TN4AaABAg,UCnQXxbkGXihuzo9RIf8EqRQ,@Wubzy66,"Yep - 

San Andreas - California
Los Santos - LA
Las Venturas - Vegas
San Fierro- San Francisco 
Liberty City - NYC
Alderney - Jersey
Vice City - Miami
Leonida - Florida",15,0,2025-05-07T02:11:09Z,True,gta6
ZLbC6n1F9Gw,Ugx4argyAGk9XscIG5F4AaABAg.9yf7nIgDl099z-CLzrwvaL,Ugx4argyAGk9XscIG5F4AaABAg,UCc4_9NxFDR1pYwwtqjNFWNA,@fire2box,uh just go play battlefield hardline? it's a game of cops and robbers.,23,0,2023-12-31T17:53:01Z,True,gta6
_hI4BM2fhcI,UgwWhsah-je0gHJd0zZ4AaABAg.ATIO7lfwnhHAU1Ek6Zw11m,UgwWhsah-je0gHJd0zZ4AaABAg,UCW1BsDnJwpRNztSAOGRRLew,@Arizonifornia06,@itzzandreww0276 facts friend… facts,1,0,2026-03-06T21:37:01Z,True,gta6
ipIXq9VlgFE,UgwgFlnnEORLoYVtV7x4AaABAg.AVG9sqTsLZ6AVIzD1M6bCg,UgwgFlnnEORLoYVtV7x4AaABAg,UCA6SnougnLZVQmUgV9-9-TQ,@crtz-07,"""My name is Walter Hartwell White, I live at 308, Negra Arroyo lane, Albuquerque, New Mexico""🥶🥶",3,0,2026-04-07T15:30:16Z,True,gta6
ofMmeKYPmjs,UgwmvkF0Ocjxm6QWvnZ4AaABAg,,UCLpknkRyP2WgUC4uhUtoRdg,@KduhKid,Fuck all this fanboy neck scratching paranoia shit. Bottom line I just waiting to day one pre order my collectors edition,0,0,2026-04-11T05:10:09Z,False,gta6
_hI4BM2fhcI,UgxfSqsVPAMbrZG0rSB4AaABAg,,UCt9MMVcuF2OawvcKljxOhkw,@kingbilly_FN,The hacking part is gonna be like a game called watch dogs 2,8,1,2026-02-17T06:21:07Z,False,gta6
v7-HJlnijy4,UgxHYhm_fG9wtEKl-5l4AaABAg,,UC0NzMIjKwFz0ultLvhCo8iA,@geraltRiviera,"Funny the thumbnail changes from today to tomorrow, when it gonna change to day after?",0,0,2026-05-11T23:32:59Z,False,gta6
v7-HJlnijy4,Ugx5DvkYaBLlU_WMwQh4AaABAg,,UCuTmc3elQKihwsqPo-HoapA,@Datgenmè,My friend The next trailer or update on The game is May 26th. The date It was supposed to release. Rockstar knows what They’re doing.,3,0,2026-05-12T03:28:37Z,False,gta6
vjhKzvhW-fc,Ugy8DPlfwPsGo07ID4F4AaABAg,,UCtJM3k_6obF34acJ1LBYjHg,@iwtdl_,We finally have our HD Trilogy,994,18,2023-12-05T17:01:35Z,False,gta6
v7-HJlnijy4,Ugx65u0FuRrtZ8NqzuR4AaABAg,,UCr8VQRoPVVFND88dfZpkpRQ,@Jeremytheremedy,Watching while getting that workout in,3,1,2026-05-11T22:13:13Z,False,gta6
dF5NEiYZiyI,Ugz4xGonN-PQFFkFU254AaABAg,,UCVasQ7B3jvmBnCaqOgSkHlw,@HamsiHamsi-j2i,Bro internet cafe simulator games video podunga bro,0,0,2026-05-09T18:52:28Z,False,gta6
1VhRLHMlJVI,UgydgdX6CgFpEZoyhV54AaABAg,,UCa2CN6JrUnjF309movlNmWQ,@nassermohamed8975,So excited ❤,16,0,2026-02-03T22:09:20Z,False,gta6
_hI4BM2fhcI,UgxbETV7_gET_OpXrCt4AaABAg,,UC2q3-Cjv9dx0H5bEI8Sa-0g,@JT-Smith93,I honestly just want the driving to have a nice bit of touching it up.. I'm kinda wanting  it to go back to GTA 4 physics with a bit of 5.,2,0,2026-04-02T18:11:11Z,False,gta6
3ug95jkkRgE,UgyKF0arvBA9H_0soht4AaABAg,,UC6SL-bP9f-mUlJ2DVmW70Ow,@АлексейАдвокат-с3с,"Рокстар обонкротится после выхода этой части, если не раньше",1,0,2024-11-11T08:40:25Z,False,gta6
pDMOinz0wcA,Ugx3Rph_iv_Zakpnt4p4AaABAg,,UCWO_uiRZR1EcKwZh8cJ2sMA,@konstito,i literally just checked your twitter and youtube to see if youre back and you just uploaded 1 hour ago. what a coincidence :D Glad to see you are back,0,0,2025-10-08T16:30:46Z,False,gta6
3ug95jkkRgE,UgxUDiDStnGj9ctXx1F4AaABAg.ACs6pQgA8PfATzyLXoUv3r,UgxUDiDStnGj9ctXx1F4AaABAg,UC0DCQkejFGqj0O3PyHsuZhQ,@davidkalamadeen8854,This is prison break 😂😂,0,0,2026-03-06T00:26:29Z,True,gta6
BL0UsyEQiUY,UgyG35oAUHoS_ORRlwJ4AaABAg,,UCtLLqu5ZLlH1jT0szo3szjg,@PorshiaVonne,AirPods that play music 🙏🏾,64,5,2025-10-07T05:54:32Z,False,gta6
ZB9o4XnLbFc,Ugw6LN1i4VNHXlvOrIx4AaABAg,,UC1wf4nUfqqJ5BzugQlzQagw,@copiium,"GTA V: ""You need a parent you buy this game.""

GTA VI: ""Cash or Card?""",0,0,2023-12-05T09:17:08Z,False,gta6
dF5NEiYZiyI,UgzYxBK12cLChIwL9Fl4AaABAg,,UCRUYspC4b1Wj5l139n7YNnw,@arul15099,Buying ps5 just for GT6? nah..,0,0,2026-05-12T04:00:10Z,False,gta6
x_PjRBsJJ7o,Ugyx_fxwUsC_VUddyEJ4AaABAg,,UCHUn7K3q7Vob7Kl4k52hQ7A,@j3zproductions,"Will the music/ songs that I've made, and posted to YouTube, be in GTA 6 as well????",2,0,2025-12-25T22:43:56Z,False,gta6
ZB9o4XnLbFc,Ugw7R2xsfWtSqcwibsx4AaABAg,,UCOKpRHVlWDN6DjLIGiB6WDg,@itsdaxk,HISTORY 🙏,3,0,2023-12-05T02:56:33Z,False,gta6
_hI4BM2fhcI,UgzSEiXqGhnVCBozv1d4AaABAg.ATXW2Vi6Qj8AUDV821v0Jg,UgzSEiXqGhnVCBozv1d4AaABAg,UCUfG7wwFdmJf3Qx_M1E2xnA,@1044B,@User777Cdy’all get so dramatic about red dead 2 💀,4,0,2026-03-11T15:51:07Z,True,gta6
UHwzH8lbDkI,UgweGViZcAK0CGmiOmF4AaABAg.AHngeDUCBUUAHpBOc28ExG,UgweGViZcAK0CGmiOmF4AaABAg,UCPbJm1cMB4T18159Z7GMVmQ,@Lakota238,"@WarpChaosMatt Walsh hates entertainment as a whole, period. lol😂I think he likes to think he likes it, but his attention span and comprehension of stories meant solely for entertainment seems extremely limited. I don’t mean that to talk bad about him, it’s just an observation. He’s a natural wet blanket kinda guy.",67,0,2025-05-07T13:40:52Z,True,gta6
nH8NGiEytoQ,UgygOP-OI39YNNzWESJ4AaABAg,,UCaxkfMIp9wkmFlbLhEKBq2g,@ØysteinEuronymous,I have a cancer and i might not to see 3rd trailer 😢,1,0,2026-03-16T16:36:13Z,False,gta6
pDMOinz0wcA,Ugwpj6058GDRgItOuVp4AaABAg,,UChoCeWz0d3MKrZesC5KPruw,@Deputycroft,So glad you’re taking the time for yourself and your family ❤️🫂,85,0,2025-10-08T15:36:46Z,False,gta6
fSDjxjSohRM,UgwJ9cePeLHfrAYNBKR4AaABAg.ATFrTOmgSfYATIGPS3wdI7,UgwJ9cePeLHfrAYNBKR4AaABAg,UCAXvBOa6vJIXQ5xc-w0_DUg,@studsujeet,woh 10 saal baad pata lagega hame bro😭😭,1,0,2026-02-16T15:47:13Z,True,gta6
ZB9o4XnLbFc,UgwfkBzEpHl9N42Y5Yh4AaABAg.9xveFY34lo89xxEdeSeyPI,UgwfkBzEpHl9N42Y5Yh4AaABAg,UC3Nx5jiZ2FinbXuINKHkOCQ,@Jarjar2270,Its kinda his mark at this point @SQOUREE,31,0,2023-12-05T17:43:55Z,True,gta6
vjhKzvhW-fc,Ugy3TP3caSnDwXwQuV94AaABAg.9xzZQUUUb6q9y229Ve1uFF,Ugy3TP3caSnDwXwQuV94AaABAg,UC0EvqW9cdIxAFgMdqarBcrA,@danielnovolouzao4905,"​@Jo-Wilbe-Dinaman you didn't have to humiliate him, and yeah you are right and for me 4 will always be better than 5 but all people deserve to have an opinion",17,0,2023-12-07T23:50:15Z,True,gta6
Qq25sDUsLHg,UgymnthAIAd-apjcuoR4AaABAg.9xvYqfWOkEI9xvia-q8vio,UgymnthAIAd-apjcuoR4AaABAg,UC5nOOirQybPsW5i-0YftV3Q,@garygallitio1261,"ong man, Lucia's face look pretty AF@imakesbeatz",2,0,2023-12-05T03:35:50Z,True,gta6
ZB9o4XnLbFc,UgwfkBzEpHl9N42Y5Yh4AaABAg,,UCFvBfS5sVQilhWhP5wsJCwA,@lilostich_,How the hell does this guy edit so well and so fast? Truly a legend,778,14,2023-12-05T02:57:57Z,False,gta6
v7-HJlnijy4,UgzNHZHaGz5Vsu1Ci9h4AaABAg.AWgOvUs_c1HAWgkkYJx4tG,UgzNHZHaGz5Vsu1Ci9h4AaABAg,UCIobgYf0g8D_VRRlBklPkyQ,@HoenenAaron,I agree,1,0,2026-05-12T02:56:19Z,True,gta6
Qq25sDUsLHg,Ugzhsb9db9ETFAganmt4AaABAg.9xvUmRTGmOv9xvVIabi2OT,Ugzhsb9db9ETFAganmt4AaABAg,UChOLpnYFvSGMrBCtFZXUIRQ,@iusemeteor,Peak,2,0,2023-12-05T01:30:59Z,True,gta6
g73QZa7Fjl8,Ugy1varpenZ85MD4zxp4AaABAg.AHnSpWdUi_SAIZPTySgxCj,Ugy1varpenZ85MD4zxp4AaABAg,UC9wmujHKK0uOyaPdHJ-IdxA,@Kaltagstar96,"I love it just from this trailer you can tell they've got a fun dynamic, I just love Lucia saying *""I think you broke my nose""* in a mocking voice because that's 100% something you'd do with your boyfriend / girlfriend.",2,0,2025-05-25T21:48:14Z,True,gta6
Qq25sDUsLHg,UgzVaPDGoBonvD4sgrF4AaABAg.9xvV1-zRDG39xvVQt-lu35,UgzVaPDGoBonvD4sgrF4AaABAg,UC477U6XbL3ufWf244d0UZIw,@anonisnoone6125,What a decade it's been. The world has gone to shit but at least GTA 6 exists.,40,0,2023-12-05T01:32:07Z,True,gta6
ZB9o4XnLbFc,Ugz1MILzVOvr-3yPQll4AaABAg.9xvdVTwISr59xveZI970w4,Ugz1MILzVOvr-3yPQll4AaABAg,UCcqsGQFWlECyKQe-mG3MbqA,@markstewart1852,And those we are going to lose along the way 😭,65,0,2023-12-05T03:00:38Z,True,gta6
ipIXq9VlgFE,UgwwospODGufov7zTth4AaABAg.AVGSedIfxLiAVJryxMSCS5,UgwwospODGufov7zTth4AaABAg,UCgSYs0GKUKbU-LFpREm0AKA,@CommanderCodyChipless,"​​@pantera4everexplicitly stated by Rockstar and Take-Two's earnings calls, GTA6 started development in 2020. Conception started roughly around 2018 after RDR2. There is no evidence of GTA6 having any development before 2020.",0,0,2026-04-07T23:46:17Z,True,gta6
nH8NGiEytoQ,UgwJJ4FFYXp1Jr8IUD94AaABAg,,UCAg5iQgLcAAy4U7fFf9f-OQ,@RodLethbridge,I am so excited for  the for  3 rd  trll 3 for Gat6 🎉🎉🎉🎉,1,1,2026-03-15T22:53:10Z,False,gta6
3ug95jkkRgE,Ugxh7ARj_uUMe_eNxQN4AaABAg.AJXsKh0upkwAJZJafmuY7Y,Ugxh7ARj_uUMe_eNxQN4AaABAg,UCbmMXRpsJk9CRq5FBwVRy8A,@CapixGamingoff,"Thats woah. 0_0 imagine doing missions igl, and you will feel like reality",0,0,2025-06-19T17:28:15Z,True,gta6
v7-HJlnijy4,UgwiDNx3CzDWLR3nvWJ4AaABAg.AWgAeXKRVL6AWhXE056hXD,UgwiDNx3CzDWLR3nvWJ4AaABAg,UCCpAbDp3pzKkGP5mRifyIog,@UnkilledKd,Can't deal with oppressor MK2 anymore?? 😢,0,0,2026-05-12T10:08:39Z,True,gta6
1VhRLHMlJVI,UgxPDDfryad7xCBc2k14AaABAg.ASmW3bkT9VsASn0L7M9mlE,UgxPDDfryad7xCBc2k14AaABAg,UCUNMPwRJU2ourt3jIGMCHPQ,@truck_it_23,​@Welps222Do they even need marketing lol,0,0,2026-02-04T03:11:08Z,True,gta6
fSDjxjSohRM,UgyJFCA-dRYeEO9jFal4AaABAg,,UCsNbc07JnK6r3q-3TsHdmRw,@MahmudJuboraj-v1q,Rockstar Games delete GTA 6 trailer 1🤯🤯,0,1,2026-02-25T21:46:53Z,False,gta6
fSDjxjSohRM,UgyOq01Ps58yRQc7ZHB4AaABAg.ATG7SP4G0DzATHerkHmxmy,UgyOq01Ps58yRQc7ZHB4AaABAg,UCAXvBOa6vJIXQ5xc-w0_DUg,@studsujeet,Thank you so much! Your support means the world to me. ❤,1,0,2026-02-16T10:10:26Z,True,gta6
pDMOinz0wcA,UgzzEMMzpqwee6U4ZsB4AaABAg.AO0tuBLvUS5AO0uKAdrpby,UgzzEMMzpqwee6U4ZsB4AaABAg,UCo3MF0S7cDhXu89KXq1R-wA,@LunarDrip69,fr,6,0,2025-10-08T15:21:28Z,True,gta6
_hI4BM2fhcI,UgztyGvEHMiC1JZd1Lp4AaABAg.ATKrO56esZQATN16NZWNyA,UgztyGvEHMiC1JZd1Lp4AaABAg,UC2W7cV2E0sRPN1rgTYU1JCA,@kmac7704,"​@KDcharger71yeahh, but it would probably be more fun when you know you could respawn lol. But check this-  imagine an intense mission up in Mount Kalaga, where Jason is wanted- 6 stars- there's a heavy storm raging... park rangers or whoever has the K9's out searching for Jason and there are gators all around. And then boom- there's the perfect escape. A kayak to make the getaway down a rushing river. Idk, just a thought 😅",10,0,2026-02-18T12:09:45Z,True,gta6
v7-HJlnijy4,Ugw3m-FeKAh4gbQ2r8F4AaABAg,,UCnBmuBEXMOQ1gsK_5wvBtDQ,@nerad1994,“95%” lol,62,3,2026-05-11T18:51:18Z,False,gta6
Qq25sDUsLHg,UgzGsnAXPoyVu8__hGx4AaABAg.9xvXIdASevk9xvZrWx9wmv,UgzGsnAXPoyVu8__hGx4AaABAg,UCbAKCClsmMN-q-fnaZaeLIg,@mikewazowski9941,U know its good news when he doesnt start with ladies and gentlemen,24,0,2023-12-05T02:10:50Z,True,gta6
v7-HJlnijy4,UgyRV8x81qmBLYRmFsd4AaABAg,,UCiZtzfEHuVia98QRVzdfT2A,@BetaWolFGamer,Put on those Hopium masks gang!,0,0,2026-05-12T12:01:02Z,False,gta6
fSDjxjSohRM,Ugyjh2fbhAlQbU-1eNJ4AaABAg.ATGEYHB1sA2ATHetqQU2LH,Ugyjh2fbhAlQbU-1eNJ4AaABAg,UCAXvBOa6vJIXQ5xc-w0_DUg,@studsujeet,Trailer 3 I guess!,2,0,2026-02-16T10:10:43Z,True,gta6
